Date,GDP_Growth,Inflation_Rate,Unemployment_Rate,USD_EUR_Exchange_Rate
2014-02-12,17348.402696969697,235.7302380952381,6.7,1.3592
2014-02-13,17353.26284848485,235.75314285714285,6.7,1.3669
2014-02-14,17358.123,235.7760476190476,6.7,1.369
2014-02-17,17362.983151515153,235.7989523809524,6.7,1.369
2014-02-18,17367.843303030306,235.82185714285714,6.7,1.3758
2014-02-19,17372.703454545455,235.8447619047619,6.7,1.3762
2014-02-20,17377.56360606061,235.86766666666665,6.7,1.369
2014-02-21,17382.423757575758,235.89057142857143,6.7,1.3722
2014-02-24,17387.28390909091,235.9134761904762,6.7,1.3744
2014-02-25,17392.14406060606,235.93638095238094,6.7,1.3749
2014-02-26,17397.004212121214,235.9592857142857,6.7,1.3668
2014-02-27,17401.864363636367,235.98219047619048,6.7,1.3724
2014-02-28,17406.724515151516,236.00509523809524,6.7,1.3806
2014-03-01,17411.58466666667,236.028,6.7,1.3806
2014-03-03,17416.44481818182,236.048,6.677272727272728,1.3763
2014-03-04,17421.304969696972,236.06799999999998,6.654545454545454,1.3731
2014-03-05,17426.16512121212,236.088,6.631818181818182,1.3734
2014-03-06,17431.025272727275,236.108,6.609090909090909,1.3848
2014-03-07,17435.885424242424,236.128,6.586363636363637,1.3868
2014-03-10,17440.745575757577,236.148,6.5636363636363635,1.388
2014-03-11,17445.60572727273,236.16799999999998,6.540909090909091,1.3867
2014-03-12,17450.46587878788,236.188,6.5181818181818185,1.3904
2014-03-13,17455.326030303033,236.208,6.495454545454546,1.3927
2014-03-14,17460.186181818182,236.22799999999998,6.472727272727273,1.3924
2014-03-17,17465.046333333335,236.248,6.45,1.3927
2014-03-18,17469.906484848485,236.268,6.427272727272728,1.3913
2014-03-19,17474.766636363638,236.28799999999998,6.404545454545454,1.391
2014-03-20,17479.62678787879,236.308,6.381818181818182,1.3784
2014-03-21,17484.48693939394,236.328,6.359090909090909,1.3783
2014-03-24,17489.347090909094,236.34799999999998,6.336363636363637,1.3784
2014-03-25,17494.207242424243,236.368,6.3136363636363635,1.3777
2014-03-26,17499.067393939396,236.38799999999998,6.290909090909091,1.3786
2014-03-27,17503.927545454546,236.408,6.2681818181818185,1.3752
2014-03-28,17508.7876969697,236.428,6.245454545454546,1.3753
2014-03-31,17513.64784848485,236.44799999999998,6.222727272727273,1.3777
2014-04-01,17518.508,236.468,6.2,1.3804
2014-04-02,17522.83709090909,236.48845454545454,6.204545454545455,1.3761
2014-04-03,17527.166181818182,236.50890909090907,6.209090909090909,1.3708
2014-04-04,17531.495272727276,236.52936363636363,6.213636363636364,1.3704
2014-04-07,17535.824363636366,236.54981818181818,6.218181818181819,1.3745
2014-04-08,17540.153454545456,236.5702727272727,6.222727272727273,1.3802
2014-04-09,17544.482545454546,236.59072727272726,6.2272727272727275,1.3816
2014-04-10,17548.811636363636,236.61118181818182,6.2318181818181815,1.3892
2014-04-11,17553.14072727273,236.63163636363635,6.236363636363636,1.3898
2014-04-14,17557.46981818182,236.6520909090909,6.240909090909091,1.3824
2014-04-15,17561.79890909091,236.67254545454546,6.245454545454545,1.3806
2014-04-16,17566.128,236.69299999999998,6.25,1.382
2014-04-17,17570.45709090909,236.71345454545454,6.254545454545455,1.3832
2014-04-18,17574.786181818185,236.7339090909091,6.259090909090909,1.3816
2014-04-21,17579.115272727275,236.75436363636365,6.263636363636364,1.379
2014-04-22,17583.444363636365,236.77481818181818,6.2681818181818185,1.3804
2014-04-23,17587.773454545455,236.79527272727273,6.2727272727272725,1.3814
2014-04-24,17592.102545454545,236.8157272727273,6.277272727272727,1.3828
2014-04-25,17596.43163636364,236.8361818181818,6.281818181818181,1.3838
2014-04-28,17600.76072727273,236.85663636363637,6.286363636363636,1.3844
2014-04-29,17605.08981818182,236.87709090909092,6.290909090909091,1.3808
2014-04-30,17609.41890909091,236.89754545454545,6.295454545454545,1.387
2014-05-01,17613.748,236.918,6.3,1.3867
2014-05-02,17618.077090909093,236.9322272727273,6.290909090909091,1.3864
2014-05-05,17622.406181818184,236.94645454545454,6.281818181818181,1.3884
2014-05-06,17626.735272727274,236.96068181818183,6.2727272727272725,1.3924
2014-05-07,17631.064363636364,236.9749090909091,6.263636363636364,1.3917
2014-05-08,17635.393454545454,236.98913636363636,6.254545454545454,1.3864
2014-05-09,17639.722545454548,237.00336363636364,6.245454545454545,1.3763
2014-05-12,17644.051636363638,237.0175909090909,6.236363636363636,1.376
2014-05-13,17648.380727272728,237.03181818181818,6.227272727272727,1.3711
2014-05-14,17652.70981818182,237.04604545454546,6.218181818181818,1.3718
2014-05-15,17657.03890909091,237.06027272727272,6.209090909090909,1.3712
2014-05-16,17661.368000000002,237.0745,6.199999999999999,1.3708
2014-05-19,17665.697090909092,237.08872727272728,6.1909090909090905,1.3716
2014-05-20,17670.026181818183,237.10295454545454,6.181818181818182,1.3702
2014-05-21,17674.355272727273,237.11718181818182,6.172727272727273,1.3657
2014-05-22,17678.684363636363,237.1314090909091,6.163636363636363,1.3652
2014-05-23,17683.013454545453,237.14563636363636,6.154545454545454,1.3628
2014-05-26,17687.342545454547,237.15986363636364,6.1454545454545455,1.3628
2014-05-27,17691.671636363637,237.1740909090909,6.136363636363636,1.3618
2014-05-28,17696.000727272727,237.18831818181818,6.127272727272727,1.3596
2014-05-29,17700.329818181817,237.20254545454546,6.118181818181818,1.3608
2014-05-30,17704.658909090907,237.2167727272727,6.1090909090909085,1.364
2014-06-01,17708.988,237.231,6.1,1.364
2014-06-02,17713.31709090909,237.24313636363635,6.1045454545454545,1.3606
2014-06-03,17717.64618181818,237.2552727272727,6.1090909090909085,1.3624
2014-06-04,17721.97527272727,237.2674090909091,6.113636363636363,1.3619
2014-06-05,17726.30436363636,237.27954545454546,6.118181818181818,1.3618
2014-06-06,17730.633454545456,237.29168181818181,6.122727272727272,1.3639
2014-06-09,17734.962545454546,237.30381818181817,6.127272727272727,1.3589
2014-06-10,17739.291636363636,237.31595454545453,6.131818181818182,1.3543
2014-06-11,17743.620727272726,237.3280909090909,6.136363636363636,1.3532
2014-06-12,17747.949818181816,237.34022727272728,6.140909090909091,1.3556
2014-06-13,17752.27890909091,237.35236363636363,6.1454545454545455,1.3522
2014-06-16,17756.608,237.3645,6.15,1.3578
2014-06-17,17760.93709090909,237.37663636363635,6.154545454545454,1.3543
2014-06-18,17765.26618181818,237.3887727272727,6.159090909090909,1.3567
2014-06-19,17769.59527272727,237.4009090909091,6.163636363636364,1.362
2014-06-20,17773.924363636364,237.41304545454545,6.168181818181818,1.3586
2014-06-23,17778.253454545455,237.4251818181818,6.172727272727273,1.3593
2014-06-24,17782.582545454545,237.43731818181817,6.177272727272728,1.3588
2014-06-25,17786.911636363635,237.44945454545453,6.181818181818182,1.3638
2014-06-26,17791.240727272725,237.4615909090909,6.1863636363636365,1.361
2014-06-27,17795.56981818182,237.47372727272727,6.190909090909091,1.3631
2014-06-30,17799.89890909091,237.48586363636363,6.195454545454545,1.369
2014-07-01,17804.228,237.498,6.2,1.3681
2014-07-02,17805.862106060606,237.49634782608695,6.195652173913044,1.3656
2014-07-03,17807.496212121212,237.4946956521739,6.191304347826087,1.361
2014-07-04,17809.13031818182,237.49304347826086,6.1869565217391305,1.361
2014-07-07,17810.764424242425,237.49139130434781,6.182608695652174,1.3604
2014-07-08,17812.39853030303,237.48973913043477,6.178260869565217,1.3614
2014-07-09,17814.032636363634,237.48808695652173,6.173913043478261,1.363
2014-07-10,17815.66674242424,237.48643478260868,6.1695652173913045,1.36
2014-07-11,17817.300848484847,237.48478260869564,6.165217391304348,1.3598
2014-07-14,17818.934954545453,237.4831304347826,6.160869565217391,1.362
2014-07-15,17820.56906060606,237.48147826086955,6.156521739130435,1.3573
2014-07-16,17822.203166666666,237.4798260869565,6.1521739130434785,1.353
2014-07-17,17823.837272727273,237.4781739130435,6.147826086956521,1.353
2014-07-18,17825.47137878788,237.47652173913045,6.143478260869565,1.3515
2014-07-21,17827.105484848486,237.4748695652174,6.139130434782609,1.3524
2014-07-22,17828.739590909092,237.47321739130436,6.134782608695652,1.347
2014-07-23,17830.3736969697,237.47156521739132,6.130434782608695,1.3462
2014-07-24,17832.0078030303,237.46991304347827,6.126086956521739,1.3468
2014-07-25,17833.641909090908,237.46826086956523,6.121739130434783,1.3431
2014-07-28,17835.276015151514,237.46660869565218,6.117391304347826,1.344
2014-07-29,17836.91012121212,237.46495652173914,6.113043478260869,1.341
2014-07-30,17838.544227272727,237.4633043478261,6.108695652173913,1.3378
2014-07-31,17840.178333333333,237.46165217391305,6.104347826086956,1.339
2014-08-01,17841.81243939394,237.46,6.1,1.3436
2014-08-04,17843.446545454546,237.46080952380953,6.09047619047619,1.3414
2014-08-05,17845.080651515153,237.46161904761905,6.080952380952381,1.3366
2014-08-06,17846.71475757576,237.46242857142857,6.071428571428571,1.3355
2014-08-07,17848.348863636365,237.4632380952381,6.061904761904762,1.3362
2014-08-08,17849.98296969697,237.46404761904762,6.052380952380952,1.3412
2014-08-11,17851.617075757575,237.46485714285714,6.042857142857143,1.3385
2014-08-12,17853.25118181818,237.46566666666666,6.033333333333333,1.3357
2014-08-13,17854.885287878787,237.4664761904762,6.023809523809524,1.3367
2014-08-14,17856.519393939394,237.4672857142857,6.014285714285714,1.3376
2014-08-15,17858.1535,237.46809523809523,6.004761904761905,1.3392
2014-08-18,17859.787606060607,237.46890476190478,5.995238095238095,1.3358
2014-08-19,17861.421712121213,237.4697142857143,5.985714285714286,1.332
2014-08-20,17863.05581818182,237.47052380952383,5.976190476190476,1.3284
2014-08-21,17864.689924242426,237.47133333333335,5.966666666666667,1.3284
2014-08-22,17866.324030303032,237.47214285714287,5.957142857142857,1.3237
2014-08-25,17867.958136363635,237.4729523809524,5.947619047619048,1.3206
2014-08-26,17869.59224242424,237.47376190476191,5.938095238095238,1.3189
2014-08-27,17871.226348484848,237.47457142857144,5.928571428571429,1.3192
2014-08-28,17872.860454545455,237.47538095238096,5.919047619047619,1.3178
2014-08-29,17874.49456060606,237.47619047619048,5.90952380952381,1.315
2014-09-01,17876.128666666667,237.477,5.9,1.315
2014-09-02,17877.762772727274,237.47486363636364,5.8909090909090915,1.3124
2014-09-03,17879.39687878788,237.47272727272727,5.881818181818182,1.3136
2014-09-04,17881.030984848487,237.4705909090909,5.872727272727273,1.2926
2014-09-05,17882.665090909093,237.46845454545456,5.863636363636364,1.2956
2014-09-08,17884.2991969697,237.4663181818182,5.8545454545454545,1.2948
2014-09-09,17885.933303030302,237.46418181818183,5.845454545454546,1.2909
2014-09-10,17887.56740909091,237.46204545454546,5.836363636363637,1.2908
2014-09-11,17889.201515151515,237.4599090909091,5.827272727272727,1.2936
2014-09-12,17890.83562121212,237.45777272727273,5.818181818181818,1.2955
2014-09-15,17892.469727272728,237.45563636363636,5.8090909090909095,1.2951
2014-09-16,17894.103833333334,237.45350000000002,5.800000000000001,1.2976
2014-09-17,17895.73793939394,237.45136363636365,5.790909090909091,1.2958
2014-09-18,17897.372045454547,237.44922727272728,5.781818181818182,1.2913
2014-09-19,17899.006151515154,237.44709090909092,5.772727272727273,1.2835
2014-09-22,17900.64025757576,237.44495454545455,5.763636363636364,1.2829
2014-09-23,17902.274363636367,237.44281818181818,5.754545454545455,1.2858
2014-09-24,17903.90846969697,237.44068181818182,5.745454545454546,1.2788
2014-09-25,17905.542575757576,237.43854545454545,5.736363636363636,1.2748
2014-09-26,17907.176681818182,237.4364090909091,5.7272727272727275,1.2686
2014-09-29,17908.81078787879,237.43427272727274,5.718181818181819,1.2703
2014-09-30,17910.444893939395,237.43213636363637,5.709090909090909,1.2628
2014-10-01,17912.079,237.43,5.7,1.2618
2014-10-02,17914.339447761195,237.4105652173913,5.7043478260869565,1.267
2014-10-03,17916.59989552239,237.3911304347826,5.708695652173914,1.2517
2014-10-06,17918.860343283584,237.3716956521739,5.71304347826087,1.2592
2014-10-07,17921.120791044777,237.3522608695652,5.717391304347826,1.2626
2014-10-08,17923.38123880597,237.33282608695652,5.721739130434782,1.2683
2014-10-09,17925.641686567167,237.31339130434785,5.72608695652174,1.2683
2014-10-10,17927.90213432836,237.29395652173915,5.730434782608696,1.2636
2014-10-13,17930.162582089553,237.27452173913045,5.734782608695652,1.2636
2014-10-14,17932.423029850746,237.25508695652175,5.739130434782608,1.266
2014-10-15,17934.683477611943,237.23565217391305,5.743478260869566,1.2778
2014-10-16,17936.943925373136,237.21621739130435,5.747826086956522,1.2812
2014-10-17,17939.20437313433,237.19678260869566,5.752173913043478,1.2755
2014-10-20,17941.464820895522,237.17734782608696,5.756521739130434,1.2783
2014-10-21,17943.72526865672,237.15791304347826,5.760869565217392,1.2724
2014-10-22,17945.985716417912,237.13847826086956,5.765217391304348,1.2658
2014-10-23,17948.246164179105,237.11904347826086,5.769565217391304,1.2658
2014-10-24,17950.506611940298,237.09960869565217,5.77391304347826,1.2675
2014-10-27,17952.767059701495,237.0801739130435,5.778260869565218,1.2712
2014-10-28,17955.027507462688,237.0607391304348,5.782608695652174,1.2747
2014-10-29,17957.28795522388,237.0413043478261,5.78695652173913,1.2762
2014-10-30,17959.548402985074,237.0218695652174,5.791304347826086,1.2622
2014-10-31,17961.80885074627,237.0024347826087,5.7956521739130435,1.253
2014-11-01,17964.069298507464,236.983,5.8,1.253
2014-11-03,17966.329746268657,236.9481904761905,5.79047619047619,1.2487
2014-11-04,17968.59019402985,236.91338095238095,5.780952380952381,1.2554
2014-11-05,17970.850641791047,236.87857142857143,5.771428571428571,1.2488
2014-11-06,17973.11108955224,236.84376190476192,5.761904761904762,1.2414
2014-11-07,17975.371537313433,236.80895238095238,5.752380952380952,1.2422
2014-11-10,17977.631985074626,236.77414285714286,5.742857142857143,1.2425
2014-11-11,17979.892432835823,236.73933333333335,5.733333333333333,1.2425
2014-11-12,17982.152880597016,236.7045238095238,5.723809523809524,1.2456
2014-11-13,17984.41332835821,236.6697142857143,5.714285714285714,1.2476
2014-11-14,17986.6737761194,236.63490476190478,5.704761904761905,1.2494
2014-11-17,17988.9342238806,236.60009523809524,5.6952380952380945,1.2447
2014-11-18,17991.19467164179,236.56528571428572,5.685714285714285,1.2534
2014-11-19,17993.455119402985,236.5304761904762,5.676190476190476,1.2548
2014-11-20,17995.715567164178,236.49566666666666,5.666666666666666,1.2526
2014-11-21,17997.976014925374,236.46085714285715,5.657142857142857,1.2394
2014-11-24,18000.236462686567,236.42604761904764,5.647619047619047,1.2427
2014-11-25,18002.49691044776,236.3912380952381,5.638095238095238,1.2472
2014-11-26,18004.757358208954,236.35642857142858,5.628571428571428,1.2503
2014-11-27,18007.01780597015,236.32161904761907,5.619047619047619,1.2503
2014-11-28,18009.278253731343,236.28680952380952,5.609523809523809,1.2438
2014-12-01,18011.538701492536,236.252,5.6,1.249
2014-12-02,18013.79914925373,236.18656521739132,5.604347826086956,1.239
2014-12-03,18016.059597014926,236.12113043478263,5.608695652173913,1.2304
2014-12-04,18018.32004477612,236.0556956521739,5.613043478260869,1.2432
2014-12-05,18020.580492537312,235.99026086956522,5.617391304347826,1.2304
2014-12-08,18022.840940298505,235.92482608695653,5.621739130434783,1.2292
2014-12-09,18025.101388059702,235.85939130434784,5.626086956521739,1.2415
2014-12-10,18027.361835820895,235.79395652173915,5.630434782608695,1.2425
2014-12-11,18029.622283582088,235.72852173913046,5.634782608695652,1.2397
2014-12-12,18031.88273134328,235.66308695652174,5.639130434782609,1.2484
2014-12-15,18034.143179104478,235.59765217391305,5.643478260869565,1.247
2014-12-16,18036.40362686567,235.53221739130436,5.647826086956521,1.2504
2014-12-17,18038.664074626864,235.46678260869567,5.6521739130434785,1.2406
2014-12-18,18040.924522388057,235.40134782608698,5.656521739130435,1.2291
2014-12-19,18043.184970149254,235.33591304347829,5.660869565217391,1.2235
2014-12-22,18045.445417910447,235.27047826086957,5.665217391304348,1.2252
2014-12-23,18047.70586567164,235.20504347826088,5.6695652173913045,1.218
2014-12-24,18049.966313432833,235.13960869565219,5.673913043478261,1.2188
2014-12-25,18052.22676119403,235.0741739130435,5.678260869565217,1.2188
2014-12-26,18054.487208955223,235.0087391304348,5.682608695652174,1.2188
2014-12-29,18056.747656716416,234.9433043478261,5.6869565217391305,1.2179
2014-12-30,18059.00810447761,234.8778695652174,5.691304347826087,1.2174
2014-12-31,18061.268552238806,234.8124347826087,5.695652173913044,1.2101
2015-01-01,18063.529,234.747,5.7,1.2101
2015-01-02,18066.80559090909,234.77404545454547,5.690909090909091,1.2015
2015-01-05,18070.08218181818,234.80109090909093,5.681818181818182,1.1918
2015-01-06,18073.35877272727,234.8281363636364,5.672727272727273,1.1936
2015-01-07,18076.635363636364,234.85518181818182,5.663636363636364,1.182
2015-01-08,18079.911954545452,234.88222727272728,5.654545454545454,1.1811
2015-01-09,18083.188545454545,234.90927272727274,5.6454545454545455,1.183
2015-01-12,18086.465136363637,234.9363181818182,5.636363636363637,1.1832
2015-01-13,18089.741727272725,234.96336363636365,5.627272727272727,1.1779
2015-01-14,18093.018318181817,234.9904090909091,5.618181818181818,1.1806
2015-01-15,18096.29490909091,235.01745454545457,5.609090909090909,1.1598
2015-01-16,18099.5715,235.04450000000003,5.6,1.1517
2015-01-19,18102.84809090909,235.07154545454546,5.590909090909091,1.1517
2015-01-20,18106.12468181818,235.09859090909092,5.581818181818182,1.1559
2015-01-21,18109.40127272727,235.12563636363637,5.572727272727273,1.1584
2015-01-22,18112.677863636363,235.15268181818183,5.5636363636363635,1.1414
2015-01-23,18115.954454545452,235.1797272727273,5.554545454545455,1.1279
2015-01-26,18119.231045454544,235.20677272727275,5.545454545454546,1.129
2015-01-27,18122.507636363636,235.2338181818182,5.536363636363636,1.137
2015-01-28,18125.784227272725,235.26086363636364,5.527272727272727,1.1342
2015-01-29,18129.060818181817,235.2879090909091,5.5181818181818185,1.1308
2015-01-30,18132.33740909091,235.31495454545455,5.509090909090909,1.129
2015-02-01,18135.613999999998,235.342,5.5,1.129
2015-02-02,18138.89059090909,235.3721904761905,5.495238095238095,1.1337
2015-02-03,18142.167181818182,235.40238095238095,5.4904761904761905,1.1462
2015-02-04,18145.44377272727,235.43257142857144,5.485714285714286,1.1418
2015-02-05,18148.720363636363,235.46276190476192,5.480952380952381,1.1432
2015-02-06,18151.996954545455,235.4929523809524,5.476190476190476,1.133
2015-02-09,18155.273545454544,235.52314285714286,5.4714285714285715,1.1316
2015-02-10,18158.550136363636,235.55333333333334,5.466666666666667,1.1316
2015-02-11,18161.826727272728,235.58352380952383,5.461904761904762,1.13
2015-02-12,18165.103318181817,235.61371428571428,5.457142857142857,1.141
2015-02-13,18168.37990909091,235.64390476190476,5.4523809523809526,1.1408
2015-02-16,18171.656499999997,235.67409523809525,5.447619047619048,1.1408
2015-02-17,18174.93309090909,235.70428571428573,5.442857142857143,1.1395
2015-02-18,18178.20968181818,235.7344761904762,5.438095238095238,1.1342
2015-02-19,18181.48627272727,235.76466666666667,5.433333333333334,1.1392
2015-02-20,18184.762863636362,235.79485714285715,5.428571428571429,1.1372
2015-02-23,18188.039454545455,235.8250476190476,5.423809523809524,1.1346
2015-02-24,18191.316045454543,235.8552380952381,5.419047619047619,1.1307
2015-02-25,18194.592636363635,235.88542857142858,5.414285714285715,1.1363
2015-02-26,18197.869227272728,235.91561904761906,5.40952380952381,1.1212
2015-02-27,18201.145818181816,235.94580952380952,5.404761904761905,1.1197
2015-03-01,18204.42240909091,235.976,5.4,1.1197
2015-03-02,18207.699,235.98669565217392,5.4,1.119
2015-03-03,18210.97559090909,235.99739130434781,5.4,1.1212
2015-03-04,18214.25218181818,236.00808695652174,5.4,1.107
2015-03-05,18217.528772727273,236.01878260869566,5.4,1.1006
2015-03-06,18220.805363636362,236.02947826086955,5.4,1.0855
2015-03-09,18224.081954545454,236.04017391304347,5.4,1.0846
2015-03-10,18227.358545454546,236.0508695652174,5.4,1.0707
2015-03-11,18230.635136363635,236.06156521739132,5.4,1.0576
2015-03-12,18233.911727272727,236.0722608695652,5.4,1.0615
2015-03-13,18237.18831818182,236.08295652173913,5.4,1.0524
2015-03-16,18240.464909090908,236.09365217391306,5.4,1.0575
2015-03-17,18243.7415,236.10434782608695,5.4,1.0605
2015-03-18,18247.01809090909,236.11504347826087,5.4,1.0643
2015-03-19,18250.29468181818,236.1257391304348,5.4,1.0621
2015-03-20,18253.571272727273,236.1364347826087,5.4,1.0792
2015-03-23,18256.84786363636,236.1471304347826,5.4,1.0928
2015-03-24,18260.124454545454,236.15782608695653,5.4,1.0908
2015-03-25,18263.401045454546,236.16852173913045,5.4,1.0986
2015-03-26,18266.677636363635,236.17921739130435,5.4,1.0919
2015-03-27,18269.954227272727,236.18991304347827,5.4,1.0891
2015-03-30,18273.23081818182,236.2006086956522,5.4,1.0818
2015-03-31,18276.507409090907,236.2113043478261,5.4,1.0741
2015-04-01,18279.784,236.222,5.4,1.0768
2015-04-02,18281.65849230769,236.2574090909091,5.409090909090909,1.0874
2015-04-03,18283.532984615384,236.29281818181818,5.418181818181819,1.099
2015-04-06,18285.407476923076,236.32822727272728,5.427272727272728,1.1008
2015-04-07,18287.281969230768,236.36363636363637,5.4363636363636365,1.085
2015-04-08,18289.15646153846,236.39904545454547,5.445454545454545,1.0818
2015-04-09,18291.030953846155,236.43445454545454,5.454545454545455,1.0671
2015-04-10,18292.905446153847,236.46986363636364,5.463636363636364,1.0598
2015-04-13,18294.77993846154,236.50527272727274,5.472727272727273,1.0582
2015-04-14,18296.65443076923,236.54068181818184,5.4818181818181815,1.0672
2015-04-15,18298.528923076923,236.5760909090909,5.490909090909091,1.0596
2015-04-16,18300.403415384615,236.6115,5.5,1.0742
2015-04-17,18302.277907692307,236.6469090909091,5.509090909090909,1.078
2015-04-20,18304.1524,236.68231818181818,5.5181818181818185,1.0763
2015-04-21,18306.02689230769,236.71772727272727,5.527272727272727,1.0758
2015-04-22,18307.901384615383,236.75313636363637,5.536363636363636,1.0729
2015-04-23,18309.775876923075,236.78854545454547,5.545454545454545,1.0803
2015-04-24,18311.65036923077,236.82395454545454,5.554545454545455,1.0876
2015-04-27,18313.524861538463,236.85936363636364,5.5636363636363635,1.0892
2015-04-28,18315.399353846155,236.89477272727274,5.572727272727272,1.0979
2015-04-29,18317.273846153847,236.93018181818184,5.581818181818181,1.1174
2015-04-30,18319.14833846154,236.9655909090909,5.590909090909091,1.1162
2015-05-01,18321.02283076923,237.001,5.6,1.1194
2015-05-04,18322.897323076922,237.0322380952381,5.585714285714285,1.1145
2015-05-05,18324.771815384614,237.0634761904762,5.571428571428571,1.1174
2015-05-06,18326.646307692306,237.0947142857143,5.557142857142857,1.1345
2015-05-07,18328.5208,237.12595238095238,5.542857142857143,1.1283
2015-05-08,18330.39529230769,237.1571904761905,5.5285714285714285,1.1241
2015-05-11,18332.269784615386,237.18842857142857,5.514285714285714,1.1142
2015-05-12,18334.144276923078,237.21966666666668,5.5,1.124
2015-05-13,18336.01876923077,237.25090476190476,5.485714285714286,1.1372
2015-05-14,18337.893261538462,237.28214285714287,5.4714285714285715,1.1368
2015-05-15,18339.767753846154,237.31338095238095,5.457142857142857,1.1428
2015-05-18,18341.642246153846,237.34461904761906,5.442857142857143,1.1354
2015-05-19,18343.516738461538,237.37585714285714,5.428571428571428,1.1151
2015-05-20,18345.39123076923,237.40709523809525,5.414285714285714,1.1079
2015-05-21,18347.265723076922,237.43833333333333,5.3999999999999995,1.1126
2015-05-22,18349.140215384614,237.46957142857144,5.385714285714285,1.1033
2015-05-25,18351.01470769231,237.50080952380952,5.371428571428571,1.1033
2015-05-26,18352.8892,237.53204761904763,5.357142857142857,1.0876
2015-05-27,18354.763692307693,237.5632857142857,5.3428571428571425,1.0888
2015-05-28,18356.638184615385,237.59452380952382,5.328571428571428,1.0914
2015-05-29,18358.512676923077,237.6257619047619,5.314285714285714,1.0994
2015-06-01,18360.38716923077,237.657,5.3,1.0913
2015-06-02,18362.26166153846,237.67413636363636,5.295454545454545,1.113
2015-06-03,18364.136153846153,237.69127272727275,5.290909090909091,1.1285
2015-06-04,18366.010646153845,237.7084090909091,5.286363636363636,1.1271
2015-06-05,18367.885138461537,237.72554545454545,5.281818181818181,1.1108
2015-06-08,18369.75963076923,237.74268181818184,5.277272727272727,1.1232
2015-06-09,18371.634123076925,237.7598181818182,5.2727272727272725,1.1284
2015-06-10,18373.508615384617,237.77695454545454,5.2681818181818185,1.1307
2015-06-11,18375.38310769231,237.79409090909093,5.263636363636364,1.1236
2015-06-12,18377.2576,237.81122727272728,5.259090909090909,1.1278
2015-06-15,18379.132092307693,237.82836363636363,5.254545454545455,1.1266
2015-06-16,18381.006584615385,237.84550000000002,5.25,1.1238
2015-06-17,18382.881076923077,237.86263636363637,5.245454545454545,1.1244
2015-06-18,18384.75556923077,237.87977272727272,5.240909090909091,1.1404
2015-06-19,18386.63006153846,237.89690909090908,5.236363636363636,1.1335
2015-06-22,18388.504553846153,237.91404545454546,5.2318181818181815,1.1378
2015-06-23,18390.379046153845,237.9311818181818,5.2272727272727275,1.119
2015-06-24,18392.25353846154,237.94831818181817,5.222727272727273,1.1178
2015-06-25,18394.128030769232,237.96545454545455,5.218181818181819,1.1196
2015-06-26,18396.002523076924,237.9825909090909,5.213636363636364,1.1156
2015-06-29,18397.877015384616,237.99972727272726,5.209090909090909,1.118
2015-06-30,18399.75150769231,238.01686363636364,5.204545454545455,1.1154
2015-07-01,18401.626,238.034,5.2,1.1084
2015-07-02,18402.126164179106,238.03395652173913,5.195652173913044,1.109
2015-07-03,18402.62632835821,238.03391304347826,5.191304347826087,1.109
2015-07-06,18403.126492537314,238.03386956521737,5.1869565217391305,1.1076
2015-07-07,18403.626656716417,238.0338260869565,5.182608695652174,1.0952
2015-07-08,18404.126820895523,238.03378260869565,5.178260869565217,1.1072
2015-07-09,18404.62698507463,238.03373913043478,5.173913043478261,1.1025
2015-07-10,18405.12714925373,238.0336956521739,5.1695652173913045,1.115
2015-07-13,18405.627313432837,238.03365217391303,5.165217391304348,1.102
2015-07-14,18406.12747761194,238.03360869565216,5.160869565217391,1.1015
2015-07-15,18406.627641791045,238.0335652173913,5.156521739130435,1.0965
2015-07-16,18407.12780597015,238.03352173913044,5.1521739130434785,1.0898
2015-07-17,18407.627970149253,238.03347826086954,5.147826086956521,1.0848
2015-07-20,18408.12813432836,238.03343478260868,5.143478260869565,1.085
2015-07-21,18408.62829850746,238.03339130434782,5.139130434782609,1.0927
2015-07-22,18409.128462686567,238.03334782608695,5.134782608695652,1.0884
2015-07-23,18409.628626865673,238.0333043478261,5.130434782608695,1.0976
2015-07-24,18410.128791044775,238.0332608695652,5.126086956521739,1.0976
2015-07-27,18410.62895522388,238.03321739130433,5.121739130434783,1.1112
2015-07-28,18411.129119402984,238.03317391304347,5.117391304347826,1.1055
2015-07-29,18411.62928358209,238.0331304347826,5.113043478260869,1.1026
2015-07-30,18412.129447761195,238.03308695652171,5.108695652173913,1.0914
2015-07-31,18412.629611940298,238.03304347826085,5.104347826086956,1.1028
2015-08-01,18413.129776119404,238.033,5.1,1.1028
2015-08-03,18413.629940298506,238.0086818181818,5.095454545454545,1.0962
2015-08-04,18414.130104477612,237.9843636363636,5.090909090909091,1.0953
2015-08-05,18414.630268656718,237.96004545454545,5.086363636363636,1.0868
2015-08-06,18415.13043283582,237.93572727272726,5.081818181818181,1.0922
2015-08-07,18415.630597014926,237.91140909090907,5.077272727272727,1.0958
2015-08-10,18416.13076119403,237.8870909090909,5.072727272727272,1.0994
2015-08-11,18416.630925373134,237.86277272727273,5.068181818181818,1.1042
2015-08-12,18417.13108955224,237.83845454545454,5.0636363636363635,1.1198
2015-08-13,18417.631253731342,237.81413636363635,5.059090909090909,1.1144
2015-08-14,18418.13141791045,237.78981818181816,5.054545454545455,1.111
